country_code,country,gleam_region,fbs_item_code,fbs_item,system,footprint_type,footprint,source
16,Bangladesh,South Asia,2731,Bovine Meat,All systems,kg_co2e_excl_luc,65.81336469283917,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,11.145846295789912,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.13150277877132246,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2734,Poultry Meat,All systems,kg_co2e_excl_luc,5.077091832713571,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2744,Eggs,All systems,kg_co2_luc_feed_soy,0.06319122811031358,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2744,Eggs,All systems,kg_co2e_excl_luc,2.439702576140376,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_palm,0.0018925707100534588,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.004877715620557122,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,9.172245885767351,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.018892803080439682,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.08452863445638732,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2731,Bovine Meat,All systems,kg_co2e_excl_luc,29.940851366936062,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,30.008185448664182,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.13502158092788996,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.6931223452582054,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2744,Eggs,All systems,kg_co2_luc_feed_soy,0.08902721317670755,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2744,Eggs,All systems,kg_co2e_excl_luc,1.1163694198340837,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_palm,0.006663517501164982,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.029813365049724837,"FAO, 2017. GLEAM-i v2.0 revision 3."
18,Bhutan,South Asia,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,10.560179251003701,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.010656879754519535,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,5.1678007187075155,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2e_excl_luc,77.51183512742202,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,27.28815483166946,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.0033960514035948582,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,4.277184229749232,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2e_excl_luc,3.9441038394285632,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,5.074632797410639,"FAO, 2017. GLEAM-i v2.0 revision 3."
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.2575627748673097,"FAO, 2017. GLEAM-i v2.0 revision 3."
