fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved,fcr
2731,Bovine Meat,mg_abx_oxytetracycline,196,Seychelles,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,197,Sierra Leone,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,198,Slovenia,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,199,Slovakia,Eastern Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,200,Singapore,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,201,Somalia,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,202,South Africa,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,203,Spain,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,205,Western Sahara,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,206,Sudan (former),Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,207,Suriname,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,208,Tajikistan,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,209,Eswatini,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,210,Sweden,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,211,Switzerland,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,212,Syrian Arab Republic,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,213,Turkmenistan,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,214,"China, Taiwan Province of",East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,215,United Republic of Tanzania,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,216,Thailand,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,217,Togo,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,218,Tokelau,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,219,Tonga,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,220,Trinidad and Tobago,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,221,Oman,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,222,Tunisia,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,223,Turkey,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,224,Turks and Caicos Islands,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,225,United Arab Emirates,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,226,Uganda,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
