fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved,feed_1000_mt,feed_kg,footprint_mg_country_total
2533,Sweet potatoes,mg_abx_streptomycin,123,Liberia,Sub-Saharan Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_kasugamycin,124,Libya,Near East and North Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_oxytetracycline,124,Libya,Near East and North Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_streptomycin,124,Libya,Near East and North Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_kasugamycin,126,Lithuania,Western Europe,,,0.0,0.0,world,no,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_oxytetracycline,126,Lithuania,Western Europe,,,4.19244364438645e-06,0.0,world,no,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_streptomycin,126,Lithuania,Western Europe,,,0.0009490644299979,0.0,world,no,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_kasugamycin,128,"China, Macao SAR",East Asia and Southeast Asia,,,0.0,0.0,world,n.d.,1.0,1000000.0,0.0
2533,Sweet potatoes,mg_abx_oxytetracycline,128,"China, Macao SAR",East Asia and Southeast Asia,,,4.19244364438645e-06,0.0,world,no,1.0,1000000.0,0.0
2533,Sweet potatoes,mg_abx_streptomycin,128,"China, Macao SAR",East Asia and Southeast Asia,,,0.0009490644299979,0.0009490644299979,world,yes,1.0,1000000.0,949.0644299979
2533,Sweet potatoes,mg_abx_kasugamycin,129,Madagascar,Sub-Saharan Africa,,,0.0,0.0,world,n.d.,371.75,371750000.0,0.0
2533,Sweet potatoes,mg_abx_oxytetracycline,129,Madagascar,Sub-Saharan Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,371.75,371750000.0,1558.5409248006627
