species,system,item,attribute,country,value
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Bosnia and Herzegovina,94.30002219229728
Cattle,Grassland systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,678615537.5419724
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,16384505.878524758
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Bosnia and Herzegovina,16160232.932651732
Cattle,Grassland systems,Cattle meat,kg_protein/year,Bosnia and Herzegovina,2560992.914001984
Cattle,Grassland systems,Cattle milk,kg_primary/year,Bosnia and Herzegovina,172057513.621728
Cattle,Grassland systems,Cattle milk,kg_protein/year,Bosnia and Herzegovina,5849955.463138752
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Bosnia and Herzegovina,75.36994309761407
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Bosnia and Herzegovina,92.81740916267292
Cattle,Mixed systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,1058983405.6611562
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,25039834.971014816
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Bosnia and Herzegovina,24697003.226807013
Cattle,Mixed systems,Cattle meat,kg_protein/year,Bosnia and Herzegovina,3913857.586368241
Cattle,Mixed systems,Cattle milk,kg_primary/year,Bosnia and Herzegovina,262948352.233206
Cattle,Mixed systems,Cattle milk,kg_protein/year,Bosnia and Herzegovina,8940243.975929003
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Bosnia and Herzegovina,76.7439444374637
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Bosnia and Herzegovina,95.27015495244152
Cattle,Feedlots,All items,system_kg_co2e_total,Bosnia and Herzegovina,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Sheep,All systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,326445009.3902105
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,5618481.48702934
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Bosnia and Herzegovina,15469388.035653174
Sheep,All systems,Sheep meat,kg_protein/year,Bosnia and Herzegovina,2179791.4681038884
Sheep,All systems,Sheep milk,kg_primary/year,Bosnia and Herzegovina,18562901.232448
Sheep,All systems,Sheep milk,kg_protein/year,Bosnia and Herzegovina,1076648.271481984
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Bosnia and Herzegovina,114.1634288937239
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Bosnia and Herzegovina,90.66051133714475
Sheep,Grassland systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,111285233.07452932
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,1915035.5639606465
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Bosnia and Herzegovina,5272674.959357271
Sheep,Grassland systems,Sheep meat,kg_protein/year,Bosnia and Herzegovina,742972.6285230331
Sheep,Grassland systems,Sheep milk,kg_primary/year,Bosnia and Herzegovina,6327085.298947
Sheep,Grassland systems,Sheep milk,kg_protein/year,Bosnia and Herzegovina,366970.947338926
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Bosnia and Herzegovina,113.97112127543872
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Bosnia and Herzegovina,90.77805760002036
Sheep,Mixed systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,215159776.3156812
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,3703445.923068693
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Bosnia and Herzegovina,10196713.076295905
Sheep,Mixed systems,Sheep meat,kg_protein/year,Bosnia and Herzegovina,1436818.8395808556
Sheep,Mixed systems,Sheep milk,kg_primary/year,Bosnia and Herzegovina,12235815.933501
Sheep,Mixed systems,Sheep milk,kg_protein/year,Bosnia and Herzegovina,709677.324143058
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Bosnia and Herzegovina,114.26287029682612
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Bosnia and Herzegovina,90.59972868765831
Goats,All systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,20531142.34833881
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,58861.20859492087
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Goats,All systems,Goat meat,kg_primary/year,Bosnia and Herzegovina,680277.2289441773
Goats,All systems,Goat meat,kg_protein/year,Bosnia and Herzegovina,91429.25957009742
Goats,All systems,Goat milk,kg_primary/year,Bosnia and Herzegovina,0.0
Goats,All systems,Goat milk,kg_protein/year,Bosnia and Herzegovina,0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,Bosnia and Herzegovina,223.91388966732364
Goats,Grassland systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,6638107.953887999
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,18973.67959348497
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Bosnia and Herzegovina,219283.91152178936
Goats,Grassland systems,Goat meat,kg_protein/year,Bosnia and Herzegovina,29471.757708528487
Goats,Grassland systems,Goat milk,kg_primary/year,Bosnia and Herzegovina,0.0
Goats,Grassland systems,Goat milk,kg_protein/year,Bosnia and Herzegovina,0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Bosnia and Herzegovina,224.59245016048297
Goats,Mixed systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,13893034.39445081
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,39887.5290014359
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Bosnia and Herzegovina,460993.3174223879
Goats,Mixed systems,Goat meat,kg_protein/year,Bosnia and Herzegovina,61957.50186156893
Goats,Mixed systems,Goat milk,kg_primary/year,Bosnia and Herzegovina,0.0
Goats,Mixed systems,Goat milk,kg_protein/year,Bosnia and Herzegovina,0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Bosnia and Herzegovina,223.5911140575249
Pigs,All systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,338639743.61319005
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,32460157.459110096
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Pigs,All systems,Pig meat,kg_primary/year,Bosnia and Herzegovina,75885949.2696507
Pigs,All systems,Pig meat,kg_protein/year,Bosnia and Herzegovina,9963825.139105136
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Bosnia and Herzegovina,33.986921577349534
Pigs,Backyard,All items,system_kg_co2e_total,Bosnia and Herzegovina,61631479.970574215
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Bosnia and Herzegovina,19101122.107168958
Pigs,Backyard,Pig meat,kg_protein/year,Bosnia and Herzegovina,2507977.3326712837
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Bosnia and Herzegovina,24.574177432827764
Pigs,Intermediate,All items,system_kg_co2e_total,Bosnia and Herzegovina,102471607.57507733
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,11931869.854413996
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Bosnia and Herzegovina,19940457.394606333
Pigs,Intermediate,Pig meat,kg_protein/year,Bosnia and Herzegovina,2618182.055911812
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Bosnia and Herzegovina,39.13845767283375
Pigs,Industrial,All items,system_kg_co2e_total,Bosnia and Herzegovina,174536656.06753853
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,20528287.6046961
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Bosnia and Herzegovina,36844369.7678754
Pigs,Industrial,Pig meat,kg_protein/year,Bosnia and Herzegovina,4837665.75052204
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Bosnia and Herzegovina,36.078692714291805
Chickens,All systems,All items,system_kg_co2e_total,Bosnia and Herzegovina,534915580.2151676
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,253770181.6383976
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Chickens,All systems,Eggs,kg_primary/year,Bosnia and Herzegovina,65861451.5921587
Chickens,All systems,Eggs,kg_protein/year,Bosnia and Herzegovina,8166819.997427678
Chickens,All systems,Chicken meat,kg_primary/year,Bosnia and Herzegovina,119298699.76543662
Chickens,All systems,Chicken meat,kg_protein/year,Bosnia and Herzegovina,17000064.716574717
Chickens,All systems,Eggs,kg_co2e/kg_protein,Bosnia and Herzegovina,39.42524951396898
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Bosnia and Herzegovina,18.93986414183087
Chickens,Backyard,All items,system_kg_co2e_total,Bosnia and Herzegovina,24017301.8524562
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Chickens,Backyard,Eggs,kg_primary/year,Bosnia and Herzegovina,11734810.545564253
Chickens,Backyard,Eggs,kg_protein/year,Bosnia and Herzegovina,1455116.507649967
Chickens,Backyard,Chicken meat,kg_primary/year,Bosnia and Herzegovina,837418.1655600904
Chickens,Backyard,Chicken meat,kg_protein/year,Bosnia and Herzegovina,119332.08859231288
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Bosnia and Herzegovina,13.38089872915326
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Bosnia and Herzegovina,38.09985459992781
Chickens,Layers,All items,system_kg_co2e_total,Bosnia and Herzegovina,171521381.87793788
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,82847814.76618136
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Chickens,Layers,Eggs,kg_primary/year,Bosnia and Herzegovina,54126641.04659445
Chickens,Layers,Eggs,kg_protein/year,Bosnia and Herzegovina,6711703.489777711
Chickens,Layers,Chicken meat,kg_primary/year,Bosnia and Herzegovina,6358962.595274793
Chickens,Layers,Chicken meat,kg_protein/year,Bosnia and Herzegovina,906152.169826658
Chickens,Layers,Eggs,kg_co2e/kg_protein,Bosnia and Herzegovina,20.717263296757267
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Bosnia and Herzegovina,35.83642415893615
Chickens,Broilers,All items,system_kg_co2e_total,Bosnia and Herzegovina,339376896.4847735
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Bosnia and Herzegovina,170922366.87221622
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Bosnia and Herzegovina,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Bosnia and Herzegovina,0.0
Chickens,Broilers,Eggs,kg_primary/year,Bosnia and Herzegovina,0.0
Chickens,Broilers,Eggs,kg_protein/year,Bosnia and Herzegovina,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Bosnia and Herzegovina,112102319.00460172
Chickens,Broilers,Chicken meat,kg_protein/year,Bosnia and Herzegovina,15974580.458155748
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Bosnia and Herzegovina,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Bosnia and Herzegovina,17.838285527796245
Cattle,All systems,All items,system_kg_co2e_total,Croatia,2071782914.6802428
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,39295334.69059324
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Cattle,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Croatia,39350886.33152993
Cattle,All systems,Cattle meat,kg_protein/year,Croatia,6236131.711389207
Cattle,All systems,Cattle milk,kg_primary/year,Croatia,646750250.413758
Cattle,All systems,Cattle milk,kg_protein/year,Croatia,21989508.514067773
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Croatia,65.73164562919767
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Croatia,100.44308915562958
Cattle,Grassland systems,All items,system_kg_co2e_total,Croatia,720053335.9146376
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Croatia,13790470.202016298
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Croatia,13809974.145414088
Cattle,Grassland systems,Cattle meat,kg_protein/year,Croatia,2188535.6526944977
Cattle,Grassland systems,Cattle milk,kg_primary/year,Croatia,226973375.181432
Cattle,Grassland systems,Cattle milk,kg_protein/year,Croatia,7717094.756168689
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Croatia,65.19598317715581
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Croatia,99.12096051433532
Cattle,Mixed systems,All items,system_kg_co2e_total,Croatia,1351729578.7656052
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Croatia,25504864.48857695
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Croatia,25540912.18611585
Cattle,Mixed systems,Cattle meat,kg_protein/year,Croatia,4047596.0586947096
Cattle,Mixed systems,Cattle milk,kg_primary/year,Croatia,419776875.232326
Cattle,Mixed systems,Cattle milk,kg_protein/year,Croatia,14272413.757899083
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Croatia,66.02127834093439
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Croatia,101.15796426346188
Cattle,Feedlots,All items,system_kg_co2e_total,Croatia,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Croatia,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Croatia,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,Croatia,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,Croatia,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Croatia,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Croatia,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,Croatia,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Croatia,0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,Croatia,0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,Croatia,0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Croatia,0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Croatia,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Croatia,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Croatia,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Croatia,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Croatia,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Croatia,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,Croatia,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Croatia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Croatia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Croatia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Croatia,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Croatia,0.0
Sheep,All systems,All items,system_kg_co2e_total,Croatia,240856527.33868068
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,1633203.0409324097
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Croatia,9499929.208389765
Sheep,All systems,Sheep meat,kg_protein/year,Croatia,1338635.024754202
Sheep,All systems,Sheep milk,kg_primary/year,Croatia,8550927.0
Sheep,All systems,Sheep milk,kg_protein/year,Croatia,495953.766
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Croatia,96.61563193658662
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Croatia,143.06001614767766
Sheep,Grassland systems,All items,system_kg_co2e_total,Croatia,103277080.78601106
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Croatia,699451.4541084177
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Croatia,4068515.224823599
Sheep,Grassland systems,Sheep meat,kg_protein/year,Croatia,573294.4803298935
Sheep,Grassland systems,Sheep milk,kg_primary/year,Croatia,3662109.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,Croatia,212402.322
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Croatia,96.42661679270654
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Croatia,143.34802133648714
Sheep,Mixed systems,All items,system_kg_co2e_total,Croatia,137579446.5526696
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Croatia,933751.586823992
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Croatia,5431413.983566166
Sheep,Mixed systems,Sheep meat,kg_protein/year,Croatia,765340.5444243085
Sheep,Mixed systems,Sheep milk,kg_primary/year,Croatia,4888818.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,Croatia,283551.444
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Croatia,96.75721913814324
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Croatia,142.8442797852783
Goats,All systems,All items,system_kg_co2e_total,Croatia,32647280.343911123
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,648061.9692479977
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Goats,All systems,Goat meat,kg_primary/year,Croatia,768385.5454640605
Goats,All systems,Goat meat,kg_protein/year,Croatia,103271.01731036972
Goats,All systems,Goat milk,kg_primary/year,Croatia,10894755.346046
Goats,All systems,Goat milk,kg_protein/year,Croatia,370421.681765564
Goats,All systems,Goat milk,kg_co2e/kg_protein,Croatia,69.01687474248908
Goats,All systems,Goat meat,kg_co2e/kg_protein,Croatia,62.30084422438434
Goats,Grassland systems,All items,system_kg_co2e_total,Croatia,13678166.077304434
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Croatia,272781.43164272915
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Croatia,323428.22172174585
Goats,Grassland systems,Goat meat,kg_protein/year,Croatia,43468.75299940264
Goats,Grassland systems,Goat milk,kg_primary/year,Croatia,4585807.005351
Goats,Grassland systems,Goat milk,kg_protein/year,Croatia,155917.438181934
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Croatia,68.6304059287388
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Croatia,62.2218808969217
Goats,Mixed systems,All items,system_kg_co2e_total,Croatia,18969114.26660669
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Croatia,375280.5376052685
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Croatia,444957.32374231465
Goats,Mixed systems,Goat meat,kg_protein/year,Croatia,59802.26431096709
Goats,Mixed systems,Goat milk,kg_primary/year,Croatia,6308948.340695
Goats,Mixed systems,Goat milk,kg_protein/year,Croatia,214504.24358363
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Croatia,69.2977886599504
