species,system,item,attribute,country,value
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Croatia,62.35824066943591
Pigs,All systems,All items,system_kg_co2e_total,Croatia,1040107582.1379466
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,239106327.7889448
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,563650.3040513471
Pigs,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Pigs,All systems,Pig meat,kg_primary/year,Croatia,169629257.4553036
Pigs,All systems,Pig meat,kg_protein/year,Croatia,22272321.503881365
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Croatia,46.69955855103333
Pigs,Backyard,All items,system_kg_co2e_total,Croatia,96602704.59523425
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Croatia,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Croatia,26467358.50749539
Pigs,Backyard,Pig meat,kg_protein/year,Croatia,3475164.1720341453
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Croatia,27.798026168843982
Pigs,Intermediate,All items,system_kg_co2e_total,Croatia,342564661.41506326
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Croatia,52505124.24783671
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Croatia,161264.313530091
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Croatia,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Croatia,57164575.49175718
Pigs,Intermediate,Pig meat,kg_protein/year,Croatia,7505708.762067717
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Croatia,45.640548051413
Pigs,Industrial,All items,system_kg_co2e_total,Croatia,600940216.1276492
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Croatia,186601203.5411081
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Croatia,402385.99052125606
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Croatia,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Croatia,85997323.45605107
Pigs,Industrial,Pig meat,kg_protein/year,Croatia,11291448.569779504
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Croatia,53.22082569069207
Chickens,All systems,All items,system_kg_co2e_total,Croatia,150586852.57955867
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Croatia,38333112.19159002
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Croatia,0.0
Chickens,All systems,Eggs,kg_primary/year,Croatia,34931614.571192615
Chickens,All systems,Eggs,kg_protein/year,Croatia,4331520.206827885
Chickens,All systems,Chicken meat,kg_primary/year,Croatia,20020302.371975765
Chickens,All systems,Chicken meat,kg_protein/year,Croatia,2852893.0880065463
Chickens,All systems,Eggs,kg_co2e/kg_protein,Croatia,13.351694245100642
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Croatia,20.271749285372557
Chickens,Backyard,All items,system_kg_co2e_total,Croatia,2469286.9578469964
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Croatia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Croatia,0.0
Chickens,Backyard,Eggs,kg_primary/year,Croatia,1003957.5780016086
Chickens,Backyard,Eggs,kg_protein/year,Croatia,124490.73967219947
Chickens,Backyard,Chicken meat,kg_primary/year,Croatia,71644.3969248141
Chickens,Backyard,Chicken meat,kg_protein/year,Croatia,10209.326561786009
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Croatia,16.137140792134804
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Croatia,45.09233411759692
Chickens,Layers,All items,system_kg_co2e_total,Croatia,101845137.0980459
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Croatia,26100551.70136466
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Croatia,0.0
Chickens,Layers,Eggs,kg_primary/year,Croatia,33927656.993191004
Chickens,Layers,Eggs,kg_protein/year,Croatia,4207029.467155685
Chickens,Layers,Chicken meat,kg_primary/year,Croatia,3985924.483677447
Chickens,Layers,Chicken meat,kg_protein/year,Croatia,567994.2389240362
Chickens,Layers,Eggs,kg_co2e/kg_protein,Croatia,19.639581796256312
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Croatia,33.83984632483539
Chickens,Broilers,All items,system_kg_co2e_total,Croatia,46272428.52366576
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Croatia,12232560.49022536
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Croatia,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Croatia,0.0
Chickens,Broilers,Eggs,kg_primary/year,Croatia,0.0
Chickens,Broilers,Eggs,kg_protein/year,Croatia,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Croatia,15962733.491373504
Chickens,Broilers,Chicken meat,kg_protein/year,Croatia,2274689.522520724
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Croatia,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Croatia,16.772369555182877
Cattle,All systems,All items,system_kg_co2e_total,Denmark,8287337838.762294
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,462940792.5569858
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Cattle,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Denmark,133557358.28681491
Cattle,All systems,Cattle meat,kg_protein/year,Denmark,21165502.354503
Cattle,All systems,Cattle milk,kg_primary/year,Denmark,4245257506.602284
Cattle,All systems,Cattle milk,kg_protein/year,Denmark,144338755.22447765
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Denmark,45.497951004373625
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Denmark,81.27471754341573
Cattle,Grassland systems,All items,system_kg_co2e_total,Denmark,422051041.2170861
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Denmark,23599090.577118237
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Denmark,6808246.511894376
Cattle,Grassland systems,Cattle meat,kg_protein/year,Denmark,1078936.8659724612
Cattle,Grassland systems,Cattle milk,kg_primary/year,Denmark,216407405.55828705
Cattle,Grassland systems,Cattle milk,kg_protein/year,Denmark,7357851.788981758
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Denmark,45.46974977447826
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Denmark,81.09034388729614
Cattle,Mixed systems,All items,system_kg_co2e_total,Denmark,7865286797.545208
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Denmark,439341701.9798676
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Denmark,126749111.77492055
Cattle,Mixed systems,Cattle meat,kg_protein/year,Denmark,20086565.48853054
Cattle,Mixed systems,Cattle milk,kg_primary/year,Denmark,4028850101.043996
Cattle,Mixed systems,Cattle milk,kg_protein/year,Denmark,136980903.43549588
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Denmark,45.49946581749453
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Denmark,81.28462105503473
Cattle,Feedlots,All items,system_kg_co2e_total,Denmark,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Denmark,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Denmark,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,Denmark,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,Denmark,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Denmark,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Denmark,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,Denmark,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Denmark,0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,Denmark,0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,Denmark,0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Denmark,0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Denmark,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Denmark,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Denmark,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Denmark,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Denmark,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Denmark,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,Denmark,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Denmark,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Denmark,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Denmark,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Denmark,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Denmark,0.0
Sheep,All systems,All items,system_kg_co2e_total,Denmark,50099157.85122132
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,298573.85952733963
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Denmark,2334754.519735577
Sheep,All systems,Sheep meat,kg_protein/year,Denmark,328990.2593759402
Sheep,All systems,Sheep milk,kg_primary/year,Denmark,0.0
Sheep,All systems,Sheep milk,kg_protein/year,Denmark,0.0
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Denmark,0.0
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Denmark,117.02715859777828
Sheep,Grassland systems,All items,system_kg_co2e_total,Denmark,4951800.708886171
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Denmark,29326.64363450782
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Denmark,229329.41751596093
Sheep,Grassland systems,Sheep meat,kg_protein/year,Denmark,32314.80822217405
Sheep,Grassland systems,Sheep milk,kg_primary/year,Denmark,0.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,Denmark,0.0
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Denmark,0.0
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Denmark,117.75893904049352
Sheep,Mixed systems,All items,system_kg_co2e_total,Denmark,45147357.14233515
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Denmark,269247.2158928318
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Denmark,2105425.1022196165
Sheep,Mixed systems,Sheep meat,kg_protein/year,Denmark,296675.45115376613
Sheep,Mixed systems,Sheep milk,kg_primary/year,Denmark,0.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,Denmark,0.0
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Denmark,0.0
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Denmark,116.947450807413
Goats,All systems,All items,system_kg_co2e_total,Denmark,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Goats,All systems,Goat meat,kg_primary/year,Denmark,0.0
Goats,All systems,Goat meat,kg_protein/year,Denmark,0.0
Goats,All systems,Goat milk,kg_primary/year,Denmark,0.0
Goats,All systems,Goat milk,kg_protein/year,Denmark,0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,Denmark,0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,Denmark,0.0
Goats,Grassland systems,All items,system_kg_co2e_total,Denmark,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Denmark,0.0
Goats,Grassland systems,Goat meat,kg_protein/year,Denmark,0.0
Goats,Grassland systems,Goat milk,kg_primary/year,Denmark,0.0
Goats,Grassland systems,Goat milk,kg_protein/year,Denmark,0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Denmark,0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Denmark,0.0
Goats,Mixed systems,All items,system_kg_co2e_total,Denmark,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Denmark,0.0
Goats,Mixed systems,Goat meat,kg_protein/year,Denmark,0.0
Goats,Mixed systems,Goat milk,kg_primary/year,Denmark,0.0
Goats,Mixed systems,Goat milk,kg_protein/year,Denmark,0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Denmark,0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Denmark,0.0
Pigs,All systems,All items,system_kg_co2e_total,Denmark,11196743797.854534
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,1074503584.3597848
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Pigs,All systems,Pig meat,kg_primary/year,Denmark,2523139552.667605
Pigs,All systems,Pig meat,kg_protein/year,Denmark,331288223.26525646
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Denmark,33.7975907730638
Pigs,Backyard,All items,system_kg_co2e_total,Denmark,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Denmark,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Denmark,0.0
Pigs,Backyard,Pig meat,kg_protein/year,Denmark,0.0
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Denmark,0.0
Pigs,Intermediate,All items,system_kg_co2e_total,Denmark,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Denmark,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Denmark,0.0
Pigs,Intermediate,Pig meat,kg_protein/year,Denmark,0.0
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Denmark,0.0
Pigs,Industrial,All items,system_kg_co2e_total,Denmark,11196743797.854534
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Denmark,1074503584.3597848
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Denmark,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Denmark,2523139552.667605
Pigs,Industrial,Pig meat,kg_protein/year,Denmark,331288223.26525646
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Denmark,33.7975907730638
Chickens,All systems,All items,system_kg_co2e_total,Denmark,668044659.3333949
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Denmark,354644322.12386703
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Denmark,0.0
Chickens,All systems,Eggs,kg_primary/year,Denmark,43207783.16815715
Chickens,All systems,Eggs,kg_protein/year,Denmark,5357765.112851488
Chickens,All systems,Chicken meat,kg_primary/year,Denmark,109941161.18195602
Chickens,All systems,Chicken meat,kg_protein/year,Denmark,15666615.468428737
Chickens,All systems,Eggs,kg_co2e/kg_protein,Denmark,89.96523280552167
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Denmark,30.76686133430254
Chickens,Backyard,All items,system_kg_co2e_total,Denmark,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Denmark,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Denmark,0.0
Chickens,Backyard,Eggs,kg_primary/year,Denmark,0.0
Chickens,Backyard,Eggs,kg_protein/year,Denmark,0.0
Chickens,Backyard,Chicken meat,kg_primary/year,Denmark,0.0
Chickens,Backyard,Chicken meat,kg_protein/year,Denmark,0.0
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Denmark,0.0
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Denmark,0.0
Chickens,Layers,All items,system_kg_co2e_total,Denmark,161379659.6636422
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Denmark,76190953.31715685
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Denmark,0.0
Chickens,Layers,Eggs,kg_primary/year,Denmark,43207783.16815715
Chickens,Layers,Eggs,kg_protein/year,Denmark,5357765.112851488
Chickens,Layers,Chicken meat,kg_primary/year,Denmark,4792895.736849937
Chickens,Layers,Chicken meat,kg_protein/year,Denmark,682987.642501116
Chickens,Layers,Eggs,kg_co2e/kg_protein,Denmark,24.58836969406665
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Denmark,43.39895554527353
Chickens,Broilers,All items,system_kg_co2e_total,Denmark,506664999.6697527
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Denmark,278453368.8067102
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Denmark,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Denmark,0.0
Chickens,Broilers,Eggs,kg_primary/year,Denmark,0.0
Chickens,Broilers,Eggs,kg_protein/year,Denmark,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Denmark,105148265.44510607
Chickens,Broilers,Chicken meat,kg_protein/year,Denmark,14983627.82592762
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Denmark,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Denmark,30.19106191207757
Cattle,All systems,All items,system_kg_co2e_total,Estonia,1053073042.6545724
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Estonia,9208938.817544775
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Estonia,0.0
Cattle,All systems,All items,system_kg_co2_luc_pasture,Estonia,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Estonia,20364420.892561875
Cattle,All systems,Cattle meat,kg_protein/year,Estonia,3227251.6009487435
Cattle,All systems,Cattle milk,kg_primary/year,Estonia,577548616.2
Cattle,All systems,Cattle milk,kg_protein/year,Estonia,19636652.9508
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Estonia,40.47820101637666
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Estonia,80.01131896482877
Cattle,Grassland systems,All items,system_kg_co2e_total,Estonia,352165521.5014993
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Estonia,3093229.974134696
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Estonia,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Estonia,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Estonia,6840283.193566788
